timestamp,src_mac,dst_mac,src_ip,src_port,dst_ip,dst_port,payload_sum,payload_len
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54201.0,150.171.28.11,443.0,62242.0,578.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,150.171.28.11,443.0,192.168.135.162,54201.0,5391.0,60.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,150.171.28.11,443.0,192.168.135.162,54201.0,117841.0,1334.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,150.171.28.11,443.0,192.168.135.162,54201.0,122431.0,1334.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54201.0,150.171.28.11,443.0,5646.0,60.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,150.171.28.11,443.0,192.168.135.162,54201.0,137731.0,1334.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,150.171.28.11,443.0,192.168.135.162,54201.0,121921.0,1334.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,150.171.28.11,443.0,192.168.135.162,54201.0,111387.0,903.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54201.0,150.171.28.11,443.0,5646.0,60.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54200.0,98824.0,781.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54200.0,63650.0,510.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54200.0,49.44.95.107,443.0,5711.0,60.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54201.0,150.171.28.11,443.0,23848.0,212.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,158837.0,1262.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,160367.0,1262.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54201.0,150.171.28.11,443.0,17022.0,153.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,162662.0,1262.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,95596.0,753.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54192.0,58078.0,472.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54192.0,8740.0,85.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,4946.0,60.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,5201.0,60.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,8797.0,87.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,10072.0,87.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54201.0,150.171.28.11,443.0,68643.0,552.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,16652.0,137.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,14373.0,121.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,162126.0,1288.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,45000.0,349.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,150.171.28.11,443.0,192.168.135.162,54201.0,5646.0,60.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,150.171.28.11,443.0,192.168.135.162,54201.0,42789.0,396.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,150.171.28.11,443.0,192.168.135.162,54201.0,11952.0,123.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54201.0,150.171.28.11,443.0,5646.0,60.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54201.0,150.171.28.11,443.0,9178.0,92.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,150.171.28.11,443.0,192.168.135.162,54201.0,49414.0,401.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,162407.0,1262.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,167220.0,1294.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,7540.0,69.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,6775.0,69.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,9315.0,79.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,10080.0,79.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54201.0,150.171.28.11,443.0,5646.0,60.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,175045.0,1374.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,10079.0,80.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,9317.0,77.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,01:00:5e:00:00:fb,192.168.135.162,5353.0,224.0.0.251,5353.0,5696.0,82.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,7285.0,69.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,85200.0,694.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,176065.0,1374.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,38658.0,316.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,9819.0,85.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,10333.0,81.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,9568.0,81.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,173770.0,1374.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,18672.0,157.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,45485.0,374.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,129515.0,1004.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,10078.0,81.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,9568.0,81.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,7540.0,69.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,10587.0,82.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,7285.0,69.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,175810.0,1374.0
Thu Mar 20 23:56:14 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,52.98.88.242,443.0,192.168.135.162,61533.0,8048.0,71.0
Thu Mar 20 23:56:14 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61533.0,52.98.88.242,443.0,9823.0,81.0
Thu Mar 20 23:56:15 2025,a0:59:50:93:56:70,01:00:5e:00:00:fb,192.168.135.162,5353.0,224.0.0.251,5353.0,5696.0,82.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,170416.0,1354.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,168134.0,1341.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,168886.0,1354.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,172711.0,1354.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,170161.0,1354.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,167356.0,1354.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,174496.0,1354.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,141097.0,1093.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,8995.0,85.0
Thu Mar 20 23:56:17 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54192.0,4946.0,60.0
Thu Mar 20 23:56:17 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54192.0,4946.0,60.0
Thu Mar 20 23:56:17 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54192.0,4946.0,60.0
Thu Mar 20 23:56:17 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54192.0,5201.0,60.0
Thu Mar 20 23:56:17 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54192.0,62412.0,473.0
Thu Mar 20 23:56:17 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54192.0,8485.0,85.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,5711.0,60.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,5456.0,60.0
Thu Mar 20 23:56:17 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,49.44.95.107,443.0,192.168.135.162,54192.0,8485.0,85.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54192.0,49.44.95.107,443.0,0.0,0.0
Thu Mar 20 23:56:17 2025,a0:59:50:93:56:70,01:00:5e:00:00:fb,192.168.135.162,5353.0,224.0.0.251,5353.0,5696.0,82.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54502.0,192.168.135.90,53.0,5648.0,71.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,62583.0,192.168.135.90,53.0,5903.0,71.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,57604.0,192.168.135.90,53.0,5393.0,71.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,51562.0,192.168.135.90,53.0,5393.0,71.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,49293.0,192.168.135.90,53.0,5648.0,71.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,54502.0,7162.0,87.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,62583.0,6653.0,86.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,57604.0,7162.0,87.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54202.0,142.250.182.46,443.0,0.0,0.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,51562.0,6907.0,87.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,59099.0,192.168.135.90,53.0,5648.0,71.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,49293.0,6908.0,86.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,0.0,0.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,59099.0,7162.0,87.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,61641.0,192.168.135.90,53.0,7920.0,94.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,57636.0,192.168.135.90,53.0,7920.0,94.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,0.0,0.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54202.0,142.250.182.46,443.0,6406.0,60.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54202.0,142.250.182.46,443.0,150966.0,1354.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54202.0,142.250.182.46,443.0,54913.0,507.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,61641.0,17490.0,214.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,0.0,0.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,5896.0,60.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,148671.0,1354.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,62754.0,571.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,57636.0,20251.0,258.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54204.0,104.215.41.138,443.0,0.0,0.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54205.0,104.215.41.138,443.0,0.0,0.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54202.0,142.250.182.46,443.0,154281.0,1354.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,153771.0,1354.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,0.0,0.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,5386.0,60.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,167306.0,1334.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,164756.0,1334.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,170621.0,1334.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,5896.0,60.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,5641.0,60.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,5641.0,60.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,168581.0,1334.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,172661.0,1334.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,24614.0,206.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,5896.0,60.0
Thu Mar 20 23:56:19 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,164246.0,1334.0
Thu Mar 20 23:56:19 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,5896.0,60.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,165011.0,1334.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,172661.0,1334.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,170621.0,1334.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,168326.0,1334.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,26655.0,205.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54202.0,142.250.182.46,443.0,6406.0,60.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54202.0,142.250.182.46,443.0,6406.0,60.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54202.0,142.250.182.46,443.0,6406.0,60.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,14492.0,128.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54202.0,142.250.182.46,443.0,14747.0,128.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,17279.0,146.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,91153.0,732.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,0.0,0.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,5386.0,60.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54202.0,125814.0,1006.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,0.0,0.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,5386.0,60.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,5386.0,60.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,5386.0,60.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,124284.0,1006.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,9180.0,85.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,8670.0,85.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,5131.0,60.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54202.0,142.250.182.46,443.0,6406.0,60.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,5641.0,60.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,153390.0,1225.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,8925.0,85.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,9427.0,93.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,5896.0,60.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,9176.0,89.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54203.0,142.250.182.46,443.0,10192.0,93.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,59081.0,192.168.135.90,53.0,6154.0,75.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,62406.0,192.168.135.90,53.0,6409.0,75.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,59694.0,192.168.135.90,53.0,6154.0,75.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,59081.0,24479.0,365.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,62406.0,24479.0,365.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,192.168.135.90,53.0,192.168.135.162,59694.0,9165.0,124.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54206.0,142.250.205.238,443.0,0.0,0.0
Thu Mar 20 23:56:20 2025,a0:59:50:93:56:70,6a:61:ab:9d:ff:79,192.168.135.162,54207.0,104.215.41.138,443.0,0.0,0.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,142.250.182.46,443.0,192.168.135.162,54203.0,5131.0,60.0
Thu Mar 20 23:56:20 2025,6a:61:ab:9d:ff:79,a0:59:50:93:56:70,104.215.41.138,443.0,192.168.135.162,54204.0,0.0,0.0
